Part Number,Product Name,Description,Price 2025,Price 2024,Category,Subcategory,Product Line,Model Info,Parent Assembly,Vendor
4121911,15.25 cl. to cl,"Rails include: rail, clamps & hardware, Note: Dimensions are from nose to wall. M300, M3000 & RO33",690.00,401.00,Rails & Steps,"TOP RAIL STD (NO FILLER); M300 = 17.25""-21"", M3000 = 18""- 21.75"", RO33 = 17.5""- 21.25""",322 - Omni End Rail - 33,"Omni End Rail Work Sheet - M300, M3000, R033",Other Parts,Hussey
4121559,19.25 cl. to cl,"Rails include: rail, clamps & hardware, Note: Dimensions are from nose to wall. M300, M3000 & RO33",698.00,405.00,Rails & Steps,"TOP RAIL STD (NO FILLER); M300 = 21.25""-25"", M3000 = 22""- 25.75"", RO33 = 21.5""- 25.25""",322 - Omni End Rail - 33,"Omni End Rail Work Sheet - M300, M3000, R033",Other Parts,Hussey
4121657,23.25 cl. to cl,"Rails include: rail, clamps & hardware, Note: Dimensions are from nose to wall. M300, M3000 & RO33",705.00,409.00,Rails & Steps,"TOP RAIL STD (NO FILLER); M300 = 25.25""-29"", M3000 = 26""- 29.75"", RO33 = 25.5""- 29.25""",322 - Omni End Rail - 33,"Omni End Rail Work Sheet - M300, M3000, R033",Other Parts,Hussey
4121509,27.25 cl. to cl,"Rails include: rail, clamps & hardware, Note: Dimensions are from nose to wall. M300, M3000 & RO33",348.00,261.00,Rails & Steps,"TOP RAIL STD (NO FILLER); M300 = 29.25""-33"", M3000 = 30""- 33.75"", RO33 = 29.5""- 33.25""",322 - Omni End Rail - 33,"Omni End Rail Work Sheet - M300, M3000, R033",Other Parts,Hussey
,E-Z fit intermediate end rail,"E-Z fit intermediate end rail. Included: rail, tie strap & hardware",329.80,252.65,Rails & Steps,E-Z Fit Rail,333 - E-Z Fit Rail - RO26,E-Z Fit Rail M2000 / M2400 / RO26,,Hussey
4121549,Top rail std (no filler),"Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall. M2000, M2400 & RO26",387.50,289.95,Rails & Steps,"TOP RAIL STD (NO FILLER); M2000 = 12""- 15.75"", M2400 = (12.5""- 16.25 WS) (13.75""- 17.25"" CC), RO26 = (11""- 14.5"" WS) (12"" - 15.5"" CC)",333 - E-Z Fit Rail - RO26,E-Z Fit Rail M2000 / M2400 / RO26,Other Parts,Hussey
4121859,11.25 cl. to cl.,"Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall. M2000, M2400 & RO26",531.25,396.25,Rails & Steps,"TOP RAIL STD (NO FILLER); M2000 = 16""- 19.75"", M2400 = (16.5""- 20.25 WS) (17.75""- 21.25"" CC), RO26 = (14.75""- 18.5"" WS) (16"" - 19.5"" CC)",333 - E-Z Fit Rail - RO26,E-Z Fit Rail M2000 / M2400 / RO26,Other Parts,Hussey
4121911,15.25 cl. to cl,"Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall. M2000, M2400 & RO26",536.90,400.60,Rails & Steps,"TOP RAIL STD (NO FILLER); M2000 = 20""- 23.75"", M2400 = (20.5""- 24.25 WS) (21.5""- 25.25"" CC), RO26 = (18.75""- 22.5"" WS) (20"" - 23.5"" CC)",333 - E-Z Fit Rail - RO26,E-Z Fit Rail M2000 / M2400 / RO26,Other Parts,Hussey
4121559,19.25 cl. to cl,"Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall. M2000, M2400 & RO26",542.55,404.90,Rails & Steps,"TOP RAIL STD (NO FILLER); M2000 = 24""- 27.75"", M2400 = (24.5""- 28.25 WS) (25.5""- 29.25"" CC), RO26 = (22.75""- 26.5"" WS) (24"" - 27.5"" CC)",333 - E-Z Fit Rail - RO26,E-Z Fit Rail M2000 / M2400 / RO26,Other Parts,Hussey
4121657,23.25 cl. to cl,"Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall. M2000, M2400 & RO26",548.20,409.25,Rails & Steps,"TOP RAIL STD (NO FILLER); M2000 = 28""- 31.75"", M2400 = (28.5""- 32.25 WS) (29.5""-33.25"" CC), RO26 = (26.75""- 30.5"" WS) (28"" - 31.5"" CC)",333 - E-Z Fit Rail - RO26,E-Z Fit Rail M2000 / M2400 / RO26,Other Parts,Hussey
4121509,27.25 cl. to cl,"Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall. M2000, M2400 & RO26",270.95,260.50,Rails & Steps,"TOP RAIL STD (NO FILLER); M2000 = 32""- 35.75"", M2400 = (32.5""- 36.25 WS) (33.5""-37.25"" CC), RO26 = (30.75""- 34.5"" WS) (32"" - 35.5"" CC)",333 - E-Z Fit Rail - RO26,E-Z Fit Rail M2000 / M2400 / RO26,Other Parts,Hussey
,E-Z fit intermediate end rail,"E-Z fit intermediate end rail Included: rail, tie strap & hardware",617.95,457.10,Rails & Steps,E-Z Fit Rail,334- E-Z Fit Rail RO33,"E-Z Fit Rail, RO33 & MX3",,Hussey
4121549,Top rail std (no filler),"Top Rail Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall. RO33 & MX3",387.50,289.95,Rails & Steps,"TOP RAIL STD (NO FILLER); RO33 = (11""- 14.5"" WS) (12"" - 15.5"" CC)",334- E-Z Fit Rail RO33,"E-Z Fit Rail, RO33 & MX3",Other Parts,Hussey
4121859,11.25 cl. to cl.,"Top Rail Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall. RO33 & MX3",531.25,396.25,Rails & Steps,"TOP RAIL STD (NO FILLER); RO33 = (14.75""- 18.5"" WS) (16"" - 19.5"" CC)",334- E-Z Fit Rail RO33,"E-Z Fit Rail, RO33 & MX3",Other Parts,Hussey
4121911,15.25 cl. to cl,"Top Rail Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall. RO33 & MX3",536.90,400.60,Rails & Steps,"TOP RAIL STD (NO FILLER); RO33 = (18.75""- 22.5"" WS) (20"" - 23.5"" CC)",334- E-Z Fit Rail RO33,"E-Z Fit Rail, RO33 & MX3",Other Parts,Hussey
4121559,19.25 cl. to cl,"Top Rail Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall. RO33 & MX3",524.55,404.90,Rails & Steps,"TOP RAIL STD (NO FILLER); RO33 = (22.75""- 26.5"" WS) (24"" - 27.5"" CC)",334- E-Z Fit Rail RO33,"E-Z Fit Rail, RO33 & MX3",Other Parts,Hussey
4121657,23.25 cl. to cl,"Top Rail Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall. RO33 & MX3",548.20,409.25,Rails & Steps,"TOP RAIL STD (NO FILLER); RO33 = (26.75""- 30.5"" WS) (28"" - 31.5"" CC)",334- E-Z Fit Rail RO33,"E-Z Fit Rail, RO33 & MX3",Other Parts,Hussey
4121509,27.25 cl. to cl,"Top Rail Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall. RO33 & MX3",348.35,260.50,Rails & Steps,"TOP RAIL STD (NO FILLER); RO33 = (30.75""- 34.5"" WS) (32"" - 35.5"" CC)",334- E-Z Fit Rail RO33,"E-Z Fit Rail, RO33 & MX3",Other Parts,Hussey
2104896,Understructure Kit,"2'-9 ADA End Cutout Used for R026,M2000 M2400 & M100, (models w/o nose)",877.65,638.55,Other,"M100, M200, M2000",354 - 2-9 ADA,,Other Parts,Hussey
2104897,Rail Kit,"2'-9 ADA End Cutout Used for R026,M2000 M2400 & M100, (models w/o nose)",1068.85,756.60,Other,"M100, M200, M2000",354 - 2-9 ADA,,Other Parts,Hussey
*********,Complete kit (understructure & rail),"2'-9 ADA End Cutout Used for R026,M2000 M2400 & M100, (models w/o nose)",1946.50,1395.15,Other,"M100, M200, M2000",354 - 2-9 ADA,,Other Parts,Hussey
2104896,Understructure Kit,M2400 & R026 Models w/ nose,877.65,638.55,Other,M2400 & R026,354 - 2-9 ADA,,Other Parts,Hussey
2104899,Rail Kit,M2400 & R026 Models w/ nose,1098.85,777.85,Other,M2400 & R026,354 - 2-9 ADA,,Other Parts,Hussey
**********,Complete kit (understructure & rail),M2400 & R026 Models w/ nose,1976.50,1416.40,Other,M2400 & R026,354 - 2-9 ADA,,Other Parts,Hussey
2104900,Understructure Kit,M300 & M3000 (models w/o nose),933.20,638.55,Other,M300 & M3000,354 - 2-9 ADA,,Other Parts,Hussey
2104897,Rail Kit,M300 & M3000 (models w/o nose),1068.85,777.85,Other,M300 & M3000,354 - 2-9 ADA,,Other Parts,Hussey
**********,Complete kit (understructure & rail),M300 & M3000 (models w/o nose),2002.05,1416.40,Other,M300 & M3000,354 - 2-9 ADA,,Other Parts,Hussey
2104900,Understructure Kit,R033 (models w/ nose),933.20,667.50,Other,R033,354 - 2-9 ADA,,Other Parts,Hussey
2104899,Rail Kit,R033 (models w/ nose),1098.85,777.85,Other,R033,354 - 2-9 ADA,,Other Parts,Hussey
**********,Complete kit (understructure & rail),R033 (models w/ nose),2032.00,1445.35,Other,R033,354 - 2-9 ADA,,Other Parts,Hussey
2105755,Understructure Kit,"5'-6 ADA at section joints Used for R026,M2000 M2400 Schedule (2) rail kits per 5'-6 ADA",2965.35,2101.00,Other,M2400 & R026,355 - 5-6 ADA,,Other Parts,Hussey
2104897,Rail Kit - Wood seat or Courtside (2 per),"5'-6 ADA at section joints Used for R026,M2000 M2400 Schedule (2) rail kits per 5'-6 ADA",1068.85,756.60,Other,M2400 & R026,355 - 5-6 ADA,,Other Parts,Hussey
2104899,Rail Kit - Comfort Curve & MVP,"5'-6 ADA at section joints Used for R026,M2000 M2400 Schedule (2) rail kits per 5'-6 ADA",1098.85,777.85,Other,M2400 & R026,355 - 5-6 ADA,,Other Parts,Hussey
*********,Complete kit (understructure & rail) WS,"5'-6 ADA at section joints Used for R026,M2000 M2400 Schedule (2) rail kits per 5'-6 ADA",5103.05,3614.20,Other,M2400 & R026,355 - 5-6 ADA,,Other Parts,Hussey
*********,Complete kit (understructure & rail) CC,"5'-6 ADA at section joints Used for R026,M2000 M2400 Schedule (2) rail kits per 5'-6 ADA",5163.00,3656.60,Other,M2400 & R026,355 - 5-6 ADA,,Other Parts,Hussey
2105755,Understructure Kit,"5'-6 ADA at section joints Used for R026,M2000 M2400 Schedule (2) rail kits per 5'-6 ADA",2965.35,2101.00,Other,M2000,355 - 5-6 ADA,,Other Parts,Hussey
2104897,Rail Kit - Wood seat,"5'-6 ADA at section joints Used for R026,M2000 M2400 Schedule (2) rail kits per 5'-6 ADA",1068.85,756.60,Other,M2000,355 - 5-6 ADA,,Other Parts,Hussey
*********,Complete kit (understructure & rail),"5'-6 ADA at section joints Used for R026,M2000 M2400 Schedule (2) rail kits per 5'-6 ADA",5103.05,3614.20,Other,M2000,355 - 5-6 ADA,,Other Parts,Hussey
2105885,Understructure Kit,5'-6 ADA at section joints Schedule (2) rail kits per 5'-6 ADA,2931.30,2088.05,Other,R033,355 - 5-6 ADA,,Other Parts,Hussey
2104897,Rail Kit - Wood seat or Courtside,5'-6 ADA at section joints Schedule (2) rail kits per 5'-6 ADA,1068.85,756.60,Other,R033,355 - 5-6 ADA,,Other Parts,Hussey
2104899,Rail Kit - Comfort Curve & MVP,5'-6 ADA at section joints Schedule (2) rail kits per 5'-6 ADA,1098.85,777.85,Other,R033,355 - 5-6 ADA,,Other Parts,Hussey
**********,Complete kit (understructure & rail) WS,5'-6 ADA at section joints Schedule (2) rail kits per 5'-6 ADA,5068.95,3601.25,Other,R033,355 - 5-6 ADA,,Other Parts,Hussey
*********,Complete kit (understructure & rail) CC,5'-6 ADA at section joints Schedule (2) rail kits per 5'-6 ADA,5128.95,3643.70,Other,R033,355 - 5-6 ADA,,Other Parts,Hussey
2105885,Understructure Kit,5'-6 ADA at section joints Schedule (2) rail kits per 5'-6 ADA,2931.30,2088.05,Other,M3000,355 - 5-6 ADA,,Other Parts,Hussey
2104897,Rail Kit - Wood seat,5'-6 ADA at section joints Schedule (2) rail kits per 5'-6 ADA,1068.85,756.60,Other,M3000,355 - 5-6 ADA,,Other Parts,Hussey
**********,Complete kit (understructure & rail),5'-6 ADA at section joints Schedule (2) rail kits per 5'-6 ADA,5068.95,3601.25,Other,M3000,355 - 5-6 ADA,,Other Parts,Hussey
2107367,"SLA 3'-0, 9 5/8""R","SLA and aisle rails - Used for M100, M2000, R026",471.00,471.00,Rails & Steps,FRONT STEP,370 - Seat Level Aisle Step,"Other steps are available, up to 8'-0",Other Parts,Hussey
2107368,"SLA 3'-6, 9 5/8""R","SLA and aisle rails - Used for M100, M2000, R026",477.00,378.00,Rails & Steps,FRONT STEP,370 - Seat Level Aisle Step,"Other steps are available, up to 8'-0",Other Parts,Hussey
2107369,"SLA 4'-0, 9 5/8""R","SLA and aisle rails - Used for M100, M2000, R026",487.00,471.00,Rails & Steps,FRONT STEP,370 - Seat Level Aisle Step,"Other steps are available, up to 8'-0",Other Parts,Hussey
2107370,"SLA 4'-6, 9 5/8""R","SLA and aisle rails - Used for M100, M2000, R026",471.00,471.00,Rails & Steps,FRONT STEP,370 - Seat Level Aisle Step,"Other steps are available, up to 8'-0",Other Parts,Hussey
2107371,"SLA 5'-0, 9 5/8""R","SLA and aisle rails - Used for M100, M2000, R026",512.00,482.00,Rails & Steps,FRONT STEP,370 - Seat Level Aisle Step,"Other steps are available, up to 8'-0",Other Parts,Hussey
2107378,"SLA 3'-0, 11 5/8""R","SLA and aisle rails - Used for M100, M2000, R026",460.00,398.00,Rails & Steps,FRONT STEP,370 - Seat Level Aisle Step,"Other steps are available, up to 8'-0",Other Parts,Hussey
2107379,"SLA 3'-6, 11 5/8""R","SLA and aisle rails - Used for M100, M2000, R026",468.00,398.00,Rails & Steps,FRONT STEP,370 - Seat Level Aisle Step,"Other steps are available, up to 8'-0",Other Parts,Hussey
2107380,"SLA 4'-0, 11 5/8""R","SLA and aisle rails - Used for M100, M2000, R026",476.00,360.00,Rails & Steps,FRONT STEP,370 - Seat Level Aisle Step,"Other steps are available, up to 8'-0",Other Parts,Hussey
2107381,"SLA 4'-6, 11 5/8""R","SLA and aisle rails - Used for M100, M2000, R026",451.00,329.00,Rails & Steps,FRONT STEP,370 - Seat Level Aisle Step,"Other steps are available, up to 8'-0",Other Parts,Hussey
2107382,"SLA 5'-0, 11 5/8""R","SLA and aisle rails - Used for M100, M2000, R026",500.00,396.00,Rails & Steps,FRONT STEP,370 - Seat Level Aisle Step,"Other steps are available, up to 8'-0",Other Parts,Hussey
2107397,"SLA 3'-0, 22"" row spacing","SLA and aisle rails - Used for M100, M2000, R026",313.00,184.00,Seating,SEAT LEVEL AISLE STEPS,370 - Seat Level Aisle Step,"Other steps are available, up to 8'-0",Other Parts,Hussey
2107400,"SLA 3'-6, 22"" row spacing","SLA and aisle rails - Used for M100, M2000, R026",321.00,201.00,Seating,SEAT LEVEL AISLE STEPS,370 - Seat Level Aisle Step,"Other steps are available, up to 8'-0",Other Parts,Hussey
2107403,"SLA 4'-0, 22"" row spacing","SLA and aisle rails - Used for M100, M2000, R026",329.00,181.00,Seating,SEAT LEVEL AISLE STEPS,370 - Seat Level Aisle Step,"Other steps are available, up to 8'-0",Other Parts,Hussey
2107406,"SLA 4'-6, 22"" row spacing","SLA and aisle rails - Used for M100, M2000, R026",304.00,228.00,Seating,SEAT LEVEL AISLE STEPS,370 - Seat Level Aisle Step,"Other steps are available, up to 8'-0",Other Parts,Hussey
2107409,"SLA 5'-0, 22"" row spacing","SLA and aisle rails - Used for M100, M2000, R026",351.00,249.00,Seating,SEAT LEVEL AISLE STEPS,370 - Seat Level Aisle Step,"Other steps are available, up to 8'-0",Other Parts,Hussey
2107398,"SLA 3'-0, 24"" row spacing","SLA and aisle rails - Used for M100, M2000, R026",309.00,267.00,Seating,SEAT LEVEL AISLE STEPS,370 - Seat Level Aisle Step,"Other steps are available, up to 8'-0",Other Parts,Hussey
2107401,"SLA 3'-6, 24"" row spacing","SLA and aisle rails - Used for M100, M2000, R026",317.00,225.00,Seating,SEAT LEVEL AISLE STEPS,370 - Seat Level Aisle Step,"Other steps are available, up to 8'-0",Other Parts,Hussey
2107404,"SLA 4'-0, 24"" row spacing","SLA and aisle rails - Used for M100, M2000, R026",326.00,231.00,Seating,SEAT LEVEL AISLE STEPS,370 - Seat Level Aisle Step,"Other steps are available, up to 8'-0",Other Parts,Hussey
2107407,"SLA 4'-6, 24"" row spacing","SLA and aisle rails - Used for M100, M2000, R026",301.00,214.00,Seating,SEAT LEVEL AISLE STEPS,370 - Seat Level Aisle Step,"Other steps are available, up to 8'-0",Other Parts,Hussey
2107410,"SLA 5'-0, 24"" row spacing","SLA and aisle rails - Used for M100, M2000, R026",348.00,262.00,Seating,SEAT LEVEL AISLE STEPS,370 - Seat Level Aisle Step,"Other steps are available, up to 8'-0",Other Parts,Hussey
2107399,"SLA 3'-0, 26"" row spacing","SLA and aisle rails - Used for M100, M2000, R026",332.00,235.00,Seating,SEAT LEVEL AISLE STEPS,370 - Seat Level Aisle Step,"Other steps are available, up to 8'-0",Other Parts,Hussey
2107402,"SLA 3'-6, 26"" row spacing","SLA and aisle rails - Used for M100, M2000, R026",341.00,241.00,Seating,SEAT LEVEL AISLE STEPS,370 - Seat Level Aisle Step,"Other steps are available, up to 8'-0",Other Parts,Hussey
2107405,"SLA 4'-0, 26"" row spacing","SLA and aisle rails - Used for M100, M2000, R026",350.00,249.00,Seating,SEAT LEVEL AISLE STEPS,370 - Seat Level Aisle Step,"Other steps are available, up to 8'-0",Other Parts,Hussey
2107408,"SLA 4'-6, 26"" row spacing","SLA and aisle rails - Used for M100, M2000, R026",326.00,231.00,Seating,SEAT LEVEL AISLE STEPS,370 - Seat Level Aisle Step,"Other steps are available, up to 8'-0",Other Parts,Hussey
2107411,"SLA 5'-0, 26"" row spacing","SLA and aisle rails - Used for M100, M2000, R026",373.00,273.00,Seating,SEAT LEVEL AISLE STEPS,370 - Seat Level Aisle Step,"Other steps are available, up to 8'-0",Other Parts,Hussey
2107486,"SLA 1st tier aisle rail, black","SLA and aisle rails - Used for M100, M2000, R026",527.00,383.00,Rails & Steps,AISLE RAILS,370 - Seat Level Aisle Step,,Other Parts,Hussey
2107487,"SLA Intmd aisle rail, black","SLA and aisle rails - Used for M100, M2000, R026",485.00,350.00,Rails & Steps,AISLE RAILS,370 - Seat Level Aisle Step,,Other Parts,Hussey
2107754,"SLA 1st tier aisle rail, black, M100 only","SLA and aisle rails - Used for M100, M2000, R026",436.00,319.00,Rails & Steps,AISLE RAILS,370 - Seat Level Aisle Step,,Other Parts,Hussey
2107755,"SLA Intmd aisle rail, black, M100 only","SLA and aisle rails - Used for M100, M2000, R026",394.00,286.00,Rails & Steps,AISLE RAILS,370 - Seat Level Aisle Step,,Other Parts,Hussey
2110163,Nose mount aisle rail socket,Foot level aisle rails Used for M2400 & R026,83.30,58.95,Rails & Steps,AISLE RAIL & SOCKET,377 - Foot Level Aisle Rails,,Other Parts,Hussey
4265698,"Aisle ""P"" rail Gen3",Foot level aisle rails Used for M2400 & R026,96.80,74.65,Rails & Steps,AISLE RAIL & SOCKET,377 - Foot Level Aisle Rails,,Other Parts,Hussey
2110167,Socket support at cantilever (2/ aisle),Foot level aisle rails Used for M2400 & R026 Aisle over frame stack,139.30,95.15,Frames & Supports,M2400 SUPPORTS,377 - Foot Level Aisle Rails,,Other Parts,Hussey
2110170,Aisle rail support (1/ aisle rail - less 1),Foot level aisle rails Used for M2400 & R026 Aisle over frame stack,97.90,68.75,Frames & Supports,M2400 SUPPORTS,377 - Foot Level Aisle Rails,,Other Parts,Hussey
2110174,Socket support @ D.S. (1/ rail @ D.S.),Foot level aisle rails Used for M2400 & R026 Deck Support location (D.S.),152.70,93.40,Frames & Supports,M2400 SUPPORTS,377 - Foot Level Aisle Rails,,Other Parts,Hussey
2110176,D.D. plate (1/per aisle rail @ D.D.),Foot level aisle rails Used for M2400 & R026 Deck Doubler location (D.D.),234.35,164.90,Frames & Supports,M2400 SUPPORTS,377 - Foot Level Aisle Rails,,Other Parts,Hussey
2110174,Socket support @ D.S. (1/ rail @ D.S.),Foot level aisle rails Used for M2400 & R026 Deck Support location (D.S.),152.70,93.40,Frames & Supports,M2400 SUPPORTS,377 - Foot Level Aisle Rails,,Other Parts,Hussey
2110170,Aisle rail support (1 per aisle rail ),Foot level aisle rails Used for M2400 & R026 No Understructure Steel,97.90,68.75,Frames & Supports,M2400 SUPPORTS,377 - Foot Level Aisle Rails,,Other Parts,Hussey
2110168,Socket support at cantilever (2/ aisle),Foot level aisle rails Used for M2400 & R026 Aisle over frame stack,141.70,96.80,Frames & Supports,R026 SUPPORTS,377 - Foot Level Aisle Rails,,Other Parts,Hussey
2110171,Aisle rail support (1/ aisle rail - less 1),Foot level aisle rails Used for M2400 & R026 Aisle over frame stack,102.05,71.65,Frames & Supports,R026 SUPPORTS,377 - Foot Level Aisle Rails,,Other Parts,Hussey
2110175,Socket support @ D.S. (1/ rail @ D.S.),Foot level aisle rails Used for M2400 & R026 Deck Support location (D.S.),145.45,98.00,Frames & Supports,R026 SUPPORTS,377 - Foot Level Aisle Rails,,Other Parts,Hussey
2110176,D.D. plate (1/per aisle rail @ D.D.),Foot level aisle rails Used for M2400 & R026 Deck Doubler location (D.D.),234.35,164.90,Frames & Supports,R026 SUPPORTS,377 - Foot Level Aisle Rails,,Other Parts,Hussey
2110175,Socket support @ D.S. (1/ rail @ D.S.),Foot level aisle rails Used for M2400 & R026 Deck Support location (D.S.),145.45,98.00,Frames & Supports,R026 SUPPORTS,377 - Foot Level Aisle Rails,,Other Parts,Hussey
2110171,Aisle rail support (1 per aisle rail ),Foot level aisle rails Used for M2400 & R026 No Understructure Steel,102.05,71.65,Frames & Supports,R026 SUPPORTS,377 - Foot Level Aisle Rails,,Other Parts,Hussey
1001102,#12-24 step bolt (3/supt. & 6/ D.D.),,0.15,0.15,Hardware,HARDWARE,377 - Foot Level Aisle Rails,,Other Parts,Hussey
1000769,#12-24 lock nut,,0.10,0.10,Hardware,HARDWARE,377 - Foot Level Aisle Rails,,Other Parts,Hussey
2087270,MS 3/8 x 1.5 Sckt Btn Hd (4/rail),,0.80,0.60,Hardware,HARDWARE,377 - Foot Level Aisle Rails,,Other Parts,Hussey
1000781,3/8 lk washer (4/rail),,0.05,0.05,Hardware,HARDWARE,377 - Foot Level Aisle Rails,,Other Parts,Hussey
1000746,3/8 hex nut (4/rail),,0.05,0.05,Hardware,HARDWARE,377 - Foot Level Aisle Rails,,Other Parts,Hussey
1000655,MS 1/4 x 1 (1/rail @ D.S. or D.D.),,0.10,0.10,Hardware,HARDWARE,377 - Foot Level Aisle Rails,,Other Parts,Hussey
1000760,1/4 lk nut (1/rail @ D.S. or D.D.),,0.05,0.05,Hardware,HARDWARE,377 - Foot Level Aisle Rails,,Other Parts,Hussey
1002106,"Screw #10 x 5/8"" (3/ D.D.)",,0.25,0.20,Hardware,HARDWARE,377 - Foot Level Aisle Rails,,Other Parts,Hussey
,"3'-0 aisle step 9 5/8"" (complete)","M2400 & R026 bleacher 9 5/8"" rise",126.20,99.50,Rails & Steps,FRONT AISLE STEPS,378 - Foot Level Aisle Step,"Aisle steps for footlevel aisle. Important note: Rule: Front step only: 1) 11 5/8"" step on 9 5/8"" bleacher. 2) 9 5/8"" step on 11 5/8"" bleacher. 3) Yellow safety walk on front step and nose.",,Hussey
