Product Name,Product Description,Part #,Price2025,Price2024,Price2023,Price2022,Quantity,Spec 1,Spec 2,Spec 3,Color (picklist?)
Frame maxam26 w/o latch Gen3,,2109049,$157.10,$112.35,$102.70,$102.70,,163 - Maxam,FLEX ROW PARTS- (parts from 4-1-09),,
Frame maxamplus LH w/latch Gen3,,2109048,$291.15,$208.05,$175.35,$175.35,,163 - Maxam,FLEX ROW PARTS- (parts from 4-1-09),,
Frame maxamplus  RH w/latch Gen3,,2109047,$291.15,$208.05,$175.35,$175.35,,163 - Maxam,FLEX ROW PARTS- (parts from 4-1-09),,
Frame maxamplus  w/o latch Gen3,,2109050,$223.15,$157.45,$139.05,$135.40,,163 - Maxam,FLEX ROW PARTS- (parts from 4-1-09),,
Flex row frame latch Gen3,,2108795,$15.45,$12.00,$9.65,$9.55,,163 - Maxam,FLEX ROW PARTS- (parts from 4-1-09),,
.500 retaining ring (2 per latch),,1026222,$0.10,$0.10,$0.10,$0.10,,163 - Maxam,FLEX ROW PARTS- (parts from 4-1-09),,
Flex row frame latch spring Gen3,,2108816,$0.60,$0.30,$0.25,$0.25,,163 - Maxam,FLEX ROW PARTS- (parts from 4-1-09),,
Flex row frame latch seat Gen3,,2108796,$0.75,$0.35,$0.35,$0.35,,163 - Maxam,FLEX ROW PARTS- (parts from 4-1-09),,
Flex row frame rolling pin Gen3,,2108797,$0.60,$0.35,$0.35,$0.35,,163 - Maxam,FLEX ROW PARTS- (parts from 4-1-09),,
New Flex row latch RH,March 2019,2165847,$23.00,$16.30,$15.90,$15.60,,163 - Maxam,FLEX ROW PARTS- (parts from 4-1-09),,
New Flex row latch LH,March 2019,2165848,$23.00,$16.30,$15.90,$15.60,,163 - Maxam,FLEX ROW PARTS- (parts from 4-1-09),,
New cable hanger,March 2019,2165822,$16.30,$11.50,$11.25,$10.70,,163 - Maxam,FLEX ROW PARTS- (parts from 4-1-09),,
"9 5/8"" Roller bracket",,2134103,$38.25,$26.95,$23.95,$23.85,,163 - Maxam,FRICTION ROLLER BRACKET,,
"11 5/8"" Roller bracket",,2148264,$50.25,$40.40,$35.75,$34.85,,163 - Maxam,FRICTION ROLLER BRACKET,,
Tek screw (2 per bracket),,2178602,$0.50,$0.40,$0.40,$0.10,,163 - Maxam,FRICTION ROLLER BRACKET,,
"16"" Roller bracket",,2135538,$35.90,$25.20,$22.80,$22.65,,163 - Maxam,FRICTION ROLLER BRACKET,,
Cable Deflector,,2106148,$14.85,$10.40,$9.05,,,163 - Maxam,FRICTION ROLLER BRACKET,,
Board|maxam26 & maxam33|seat|ws|18-0.000 L | No Holes,,2116996,$182.70,$145.85,$145.85,$145.85,,163 - Maxam,LUMBER,,
Board|maxam26 & maxam33|front riser|ws|18-0.000 L | No Holes,,2116995,$182.70,$145.85,$145.85,$145.85,,163 - Maxam,LUMBER,,
Deck|maxam26|intmd|plywd/5/8”,,2011235,$41.25,$37.20,$37.20,$37.20,,163 - Maxam,LUMBER,,
Deck|maxam26|intmd|polydeck 5/8”,,2016606,$62.80,$51.25,$51.25,$51.25,,163 - Maxam,LUMBER,,
Deck|maxam26|top intmd|plywd 5/8”,,2011257,$18.15,$15.15,$15.15,$15.00,,163 - Maxam,LUMBER,,
Deck|maxam26|top intmd|polydeck 5/8”,,2016612,$20.85,$37.80,$37.80,$37.80,,163 - Maxam,LUMBER,,
Deck|maxamplus|intmd|plywd/ 3/4”,,2089710,$58.25,$59.70,$59.70,$59.70,,163 - Maxam,LUMBER,,
Deck|maxamplus|intmd|polydeck 3/4”,,2089711,$108.80,$86.15,$86.15,$86.15,,163 - Maxam,LUMBER,,
Deck|maxamplus|top intmd|plywd 3/4”,,2089759,$20.90,$20.45,$20.45,$20.45,,163 - Maxam,LUMBER,,
Deck|maxamplus|top intmd|polydeck 3/4”,,2089761,$42.05,$32.70,$32.70,$32.70,,163 - Maxam,LUMBER,,
Spacer|maxam26 & maxam33|dk,,2017147,$0.15,$0.10,$0.10,$0.10,,163 - Maxam,LUMBER,,
Aisle step/maxam26/ 4’-6 long/ 9 5/8” ,,2011385,$86.40,$61.90,$79.45,$79.45,,163 - Maxam,AISLE STEPS,,
Aisle step/maxam26/ 4’-6 long/ 11 5/8” ,,2011469,$92.15,$66.00,$90.35,$90.35,,163 - Maxam,AISLE STEPS,,
Aisle step/maxam26/ 3’-0 long/ 9 5/8” ,,2011353,$61.45,$45.60,$59.00,$59.00,,163 - Maxam,AISLE STEPS,,
Aisle step/maxam26/ 3’-0 long/ 11 5/8” ,,2011445,$69.70,$47.30,$65.10,$65.10,,163 - Maxam,AISLE STEPS,,
Cap|maxam26|end|asl step|9.625r,,2010876,$7.40,$5.75,$5.25,$4.45,,163 - Maxam,AISLE STEPS,,
Cap|maxam26|end|asl step|11.625r,,2010887,$11.90,$9.25,$7.10,$7.10,,163 - Maxam,AISLE STEPS,,
Support|maxam26|asl step|9.625r,,2010905,$10.60,$8.25,$7.30,$5.85,,163 - Maxam,AISLE STEPS,,
Support|maxam26|asl step|11.625r,,2010921,$10.70,$8.30,$6.15,$6.15,,163 - Maxam,AISLE STEPS,,
Safety walk/black/2.000 w/4-7.000 l,,2075043,$2.60,$2.05,$2.05,$2.05,,163 - Maxam,AISLE STEPS,,
Safety walk/black/2.000 w/60’-0 roll,,2077849,$40.25,$31.30,$31.30,$31.30,,163 - Maxam,AISLE STEPS,,
Safety walk/yellow/2.000 w/4-7.000 l,,2086836,$5.70,$2.55,$2.55,$2.55,,163 - Maxam,AISLE STEPS,,
Safety walk/yellow/2.000 w/8'-1,,2086848,$7.40,$5.75,$5.75,$5.75,,163 - Maxam,AISLE STEPS,,
Safety walk|grey|2.000 w|60'-0 roll,,2102890,$64.60,$50.25,$50.25,$50.25,,163 - Maxam,AISLE STEPS,,
4'-6 front step,Maxam26,2115168,$88.15,$62.55,$79.65,$79.65,,163 - Maxam,FRONT STEP - JULY 2010 TO CURRENT,,
4'-0 front step,Maxam26,2115167,$114.45,$82.20,$90.10,$90.10,,163 - Maxam,FRONT STEP - JULY 2010 TO CURRENT,,
3'-0 front step,Maxam26,2115165,$68.50,$49.40,$63.15,$63.15,,163 - Maxam,FRONT STEP - JULY 2010 TO CURRENT,,
5'-0 front step,Maxam26,2115169,$127.40,$94.65,$98.80,$98.80,,163 - Maxam,FRONT STEP - JULY 2010 TO CURRENT,,
Front step end cap,Maxam26,2115161,$7.40,$5.75,$5.25,$4.45,,163 - Maxam,FRONT STEP - JULY 2010 TO CURRENT,,
Front step center support,Maxam26,2115163,$10.70,$8.30,$7.30,$5.85,,163 - Maxam,FRONT STEP - JULY 2010 TO CURRENT,,
Clip|maxam26 & maxam33|asl step|fr|rtng,on front panel,2029716,$11.26,$10.30,$9.50,$9.50,,163 - Maxam,FRONT STEP - JULY 2010 TO CURRENT,,
Retainer|maxam26 & maxam33|asl step|fr,on step,2029722,$0.85,$0.65,$0.60,$0.60,,163 - Maxam,FRONT STEP - JULY 2010 TO CURRENT,,
Bumper/rbr/ self adhesive (new style),,2098932,$0.25,$0.20,$0.20,$0.20,,163 - Maxam,FRONT STEP - JULY 2010 TO CURRENT,,
Recess bumper ,,1001169,$3.65,$2.85,$2.85,$2.85,,163 - Maxam,FRONT STEP - JULY 2010 TO CURRENT,,
Aisle Step Bumper,Current,2113821,$0.60,$0.50,$0.50,$0.50,,163 - Maxam,FRONT STEP - JULY 2010 TO CURRENT,,
Screw #10 x 1/2,,2115210,$0.25,$0.20,$0.20,$0.20,,163 - Maxam,FRONT STEP - JULY 2010 TO CURRENT,,
#10 Lock nut,,2115211,$0.10,$0.05,$0.05,$0.05,,163 - Maxam,FRONT STEP - JULY 2010 TO CURRENT,,
Nylon push fastener,Black,1000845,$0.10,$0.05,$0.05,$0.05,,163 - Maxam,FRONT STEP - JULY 2010 TO CURRENT,,Black
Auto Rotating Aisle Rails Maxam26,ARAR,,$461.20,$329.00,$296.00,$214.00,,163 - Maxam,RAILS & SOCKETS,,
ARAR DSA Maxam26,ARAR,,$490.45,$351.00,$317.00,$224.00,,163 - Maxam,RAILS & SOCKETS,,
Auto Rotating Aisle Rails Maxam33,ARAR,,$589.00,$416.00,$373.00,$273.00,,163 - Maxam,RAILS & SOCKETS,,
Manual Rotating Aisle Rails - Maxam26,MRAR,,$456.85,$327.00,$293.00,$212.00,,163 - Maxam,RAILS & SOCKETS,,
MRAR DSA - Maxam26,MRAR,,$485.90,$349.00,$315.00,$221.00,,163 - Maxam,RAILS & SOCKETS,,
Manual Rotating Aisle Rails - Maxam33,MRAR,,$558.05,$400.00,$359.00,$267.00,,163 - Maxam,RAILS & SOCKETS,,
ARAR Maxam26 Rail,aisle rail only,4208721,$131.00,$94.25,$84.75,$74.15,,163 - Maxam,RAILS & SOCKETS,,
ARAR Maxam33 Rail,aisle rail only,4208750,$194.90,$141.50,$129.00,$114.65,,163 - Maxam,RAILS & SOCKETS,,
MRAR socket LH,,2142280,$240.00,$171.10,$152.45,$137.05,,163 - Maxam,RAILS & SOCKETS,,
MRAR socket RH,,2142281,$278.15,$197.85,$175.55,$156.35,,163 - Maxam,RAILS & SOCKETS,,
"ARAR socket LH, 9.625 rise",,2142272,$231.05,$163.25,$145.60,$131.90,,163 - Maxam,RAILS & SOCKETS,,
"ARAR socket RH, 9.625 rise",,2142274,$250.55,$177.15,$158.00,$143.45,,163 - Maxam,RAILS & SOCKETS,,
Rail|maxam26|asl                                            (old #2010919),old style – Q rail,4121532,$735.60,$523.60,$456.45,$410.80,,163 - Maxam,RAILS & SOCKETS,,
Rail|maxam plus|asl                                        (old #2024670) ,old style – Q rail,4121543,$744.25,$530.30,$461.75,$414.95,,163 - Maxam,RAILS & SOCKETS,,
Rail|maxam plus|asl 1 pc Gen2                      (year 2015),Gen2 - p rail,4187272,$138.85,$107.40,$100.05,$91.05,,163 - Maxam,RAILS & SOCKETS,,
Rail|maxam26|asl 1 pc Gen3                          (year 2016),Gen3 - p rail,4265698,$96.80,$74.65,$68.10,$60.55,,163 - Maxam,RAILS & SOCKETS,,
Socket|maxam26 & maxam33|asl rl,,2010908,$47.30,$34.40,$31.95,$31.95,,163 - Maxam,RAILS & SOCKETS,,
Fold down aisle rail socket 9 5/8,,2067053,$260.45,$183.35,$164.30,$122.45,,163 - Maxam,RAILS & SOCKETS,,
Fold down aisle rail socket 11.625,,2067054,$297.95,$211.15,$189.60,$168.85,,163 - Maxam,RAILS & SOCKETS,,
Bracket/fold down aisle rail socket ,,2104828,$15.20,$10.70,$8.20,$8.20,,163 - Maxam,RAILS & SOCKETS,,
Aisle socket set screw,,2044934,$0.25,$0.20,$0.20,$0.20,,163 - Maxam,RAILS & SOCKETS,,
Fold down aisle rail handle,new handle 4-30-03,2082810,$18.60,$14.90,$14.90,$14.90,,163 - Maxam,RAILS & SOCKETS,,
Handle pin ,schedule with handle,2084106,$0.10,$0.10,$0.10,$0.05,,163 - Maxam,RAILS & SOCKETS,,
Fold down aisle rail tube,,2067437,$12.90,$10.00,$6.40,$6.40,,163 - Maxam,RAILS & SOCKETS,,
Fold down aisle rail tube rivet,2 per tube,2073910,$0.10,$0.10,$0.10,$0.10,,163 - Maxam,RAILS & SOCKETS,,
Support|maxam26|sckt|asl rl,,2024147,$37.20,$28.10,$28.10,$28.10,,163 - Maxam,RAILS & SOCKETS,,
Support|maxam plus|sckt|asl rl,,2024148,$63.75,$45.55,$40.55,$40.55,,163 - Maxam,RAILS & SOCKETS,,
Socket supt maxam26 @ stab 9.625,,2016984,$42.75,$30.85,$30.40,$30.40,,163 - Maxam,RAILS & SOCKETS,,
Socket supt maxam26 @ stab 11.625,,2016988,$71.95,$51.30,$47.90,$47.90,,163 - Maxam,RAILS & SOCKETS,,
Socket supt maxamplus @ stab 9.625,,2165982,$140.45,$99.75,$83.95,$78.40,,163 - Maxam,RAILS & SOCKETS,,
Socket supt maxamplus @ stab 11.625,,2166001,$153.40,$108.85,$89.55,$83.80,,163 - Maxam,RAILS & SOCKETS,,
Rail|maxam26 & maxam33|rdyrl|top dk,[2011051],4121549,$315.25,$224.80,$198.65,$172.55,,163 - Maxam,RAILS & SOCKETS,,
Rail|maxam26|rdyrl|end|full dk|27.250 cl to cl,[2011056],4121509,$165.35,$131.00,$118.55,$120.70,,163 - Maxam,RAILS & SOCKETS,,
Rail|maxam33|rdyrl|end|full dk|34.250 cl to cl,,4121528,$253.20,$183.55,$166.05,$156.20,,163 - Maxam,RAILS & SOCKETS,,
Socket|maxam26 & maxam33|end rl|fr Gen2,[2010878],2148991,$36.35,$29.90,$26.90,$26.90,,163 - Maxam,RAILS & SOCKETS,,
Socket|maxam26 & maxam33|end rl|rear,,2010892,$30.75,$21.85,$20.45,$20.45,,163 - Maxam,RAILS & SOCKETS,,
Socket|maxam26 & maxam33|end rail|top dk|lh|rear,,2024213,$62.75,$44.25,$38.25,$38.25,,163 - Maxam,RAILS & SOCKETS,,
Socket|maxam26 & maxam33|end rail|top dk|rh|rear,,2024212,$62.75,$44.25,$38.25,$38.25,,163 - Maxam,RAILS & SOCKETS,,
Front rail socket,,2016981,$40.25,$29.40,$28.70,$28.70,,163 - Maxam,RAILS & SOCKETS,,
Unlock rod w/ manual bleacher,,2073999,$68.95,$53.60,$43.75,$43.75,,163 - Maxam,MANUAL BLEACHER PARTS,,
Rod used w/ integral dolly ,,2078199,$220.25,$160.35,$141.15,$122.40,,163 - Maxam,MANUAL BLEACHER PARTS,,
Rod used w/ portable dolly,,2078202,$208.75,$153.20,$137.90,$113.60,,163 - Maxam,MANUAL BLEACHER PARTS,,
"5"" Spring",,2074021,$9.40,$7.35,$7.35,$7.35,,163 - Maxam,MANUAL BLEACHER PARTS,,
Leveler pad,,2074024,$25.35,$19.70,$19.70,$21.35,,163 - Maxam,MANUAL BLEACHER PARTS,,
1st tier brake assembly,,2177334,$553.50,$395.85,$286.15,$126.30,,163 - Maxam,MANUAL BLEACHER PARTS,,
Brake label,,2119329,$5.05,$3.95,$3.95,$3.95,,163 - Maxam,MANUAL BLEACHER PARTS,,
Brake hardware:,,,$4.40,$3.20,$3.20,$3.20,,163 - Maxam,MANUAL BLEACHER PARTS,,
                MS 3/8 x 1.5 Soc. Bt. HD (4 per brake),Brake hardware,2087270,$0.80,$0.60,$0.60,$0.60,,163 - Maxam,MANUAL BLEACHER PARTS,,
               3/8 nylon lk. nut (4 per brake),Brake hardware,2022293,$0.30,$0.20,$0.20,$0.20,,163 - Maxam,MANUAL BLEACHER PARTS,,
Brake boot,,1041152,$11.65,$10.20,$6.55,$2.30,,163 - Maxam,MANUAL BLEACHER PARTS,,
Brake lever,,2172689,$28.60,$22.25,$22.25,$10.70,,163 - Maxam,MANUAL BLEACHER PARTS,,
Bracket|maxam26 & maxam33|skt bd|splice ,wood skirt bd,2029644,$94.85,$67.05,$61.20,$61.20,,163 - Maxam,SKIRT PANEL PARTS,,
Bracket|maxam26 & maxam33|skt bd|mid span,wood skirt bd,2026291,$87.80,$61.95,$57.30,$57.30,,163 - Maxam,SKIRT PANEL PARTS,,
Skirt panel support bracket ,steel skirt panel,2074102,$26.90,$18.80,$24.00,$24.00,,163 - Maxam,SKIRT PANEL PARTS,,
Bracket/ maxam/pnl/skt/supt  trunc. ,steel skirt panel,2074103,$28.30,$20.05,$12.70,$12.70,,163 - Maxam,SKIRT PANEL PARTS,,
Hinge|maxam26 & maxam33|skt bd,,2033006,$11.15,$8.70,$8.70,$8.70,,163 - Maxam,SKIRT PANEL PARTS,,
Skirt board plug ,Black,2074109,$0.20,$0.15,$0.15,$0.15,,163 - Maxam,SKIRT PANEL PARTS,,Black
Skirt board plug,Grey,2101698,$0.35,$0.25,$0.25,$0.25,,163 - Maxam,SKIRT PANEL PARTS,,Grey
Galv. skirt panels,1’-6 ,2101212,$15.10,$11.75,$11.75,$11.75,,163 - Maxam,SKIRT PANEL PARTS,,
Galv. skirt panels,7’-6 ,2101216,$137.70,$97.35,$94.55,$94.55,,163 - Maxam,SKIRT PANEL PARTS,,
Galv. skirt panels,18’-0 ,2101223,$308.25,$217.95,$211.60,$211.60,,163 - Maxam,SKIRT PANEL PARTS,,
Galv. skirt panels,25’-6 ,2101228,$415.90,$294.05,$233.60,$233.60,,163 - Maxam,SKIRT PANEL PARTS,,
End caps,,2170507,$0.90,$0.90,$0.90,$0.90,,163 - Maxam,SKIRT PANEL PARTS,,
Plastic spacer ,Black,2074108,$0.20,$0.15,$0.15,$0.15,,163 - Maxam,SKIRT PANEL PARTS,,Black
Plastic spacer ,Grey,2101700,$0.20,$0.15,$0.15,$0.15,,163 - Maxam,SKIRT PANEL PARTS,,Grey
Skirt panel support,,1001647,$158.50,$109.20,$95.30,$80.80,,163 - Maxam,SKIRT PANEL PARTS,,
Support attachment,,1025485,$204.80,$126.40,$110.15,$97.50,,163 - Maxam,SKIRT PANEL PARTS,,
Angle|maxam26 & maxam33|wall atch|pntd,,2026268,$3.85,$2.70,$2.60,$2.60,,163 - Maxam,MISC. MAXAM PARTS,,
Attachment|maxam26 & maxam33|flr,,2010871,$30.15,$21.15,$20.60,$20.60,,163 - Maxam,MISC. MAXAM PARTS,,
Attachment: floor and lower wall,,2073574,$40.75,$28.55,$28.45,$28.45,,163 - Maxam,MISC. MAXAM PARTS,,
Attachment|maxam26 & maxam33|wall buck,,2026230,$12.85,$12.35,$12.35,$12.35,,163 - Maxam,MISC. MAXAM PARTS,,
Attachment|mxm26 & mxm33|wll|tp frm|9.625r & 11.625r|lh,,2011152,$52.95,$37.40,$33.10,$32.95,,163 - Maxam,MISC. MAXAM PARTS,,
Attachment|mxm26 & mxm33|wll|tp frm|9.625r & 11.625r|rh,,2011147,$52.95,$37.40,$33.10,$32.95,,163 - Maxam,MISC. MAXAM PARTS,,
New Pull bar,Sept. 2019,2165654,$4.10,$3.10,$3.00,$3.00,,163 - Maxam,MISC. MAXAM PARTS,,
Deck stabilizer|maxam26|9.625r,,2010889,$44.85,$32.00,$30.60,$30.60,,163 - Maxam,MISC. MAXAM PARTS,,
Deck stabilizer|maxam26|11.625r,,2003228,$59.85,$42.50,$37.40,$37.40,,163 - Maxam,MISC. MAXAM PARTS,,
Deck stabilizer|mxm26 & mxm33|top dk|9.625r & 11.625r,,2010898,$29.70,$21.05,$19.25,$19.25,,163 - Maxam,MISC. MAXAM PARTS,,
Deck stabilizer|maxam33|9.625r,,2165978,$65.15,$46.65,$34.65,$34.65,,163 - Maxam,MISC. MAXAM PARTS,,
Deck stabilizer|maxam33|11.625r,,2165996,$78.10,$55.70,$40.30,$40.30,,163 - Maxam,MISC. MAXAM PARTS,,
Nylon roller  (on deck stabilizer),,2010877,$1.45,$0.95,$0.95,$0.95,,163 - Maxam,MISC. MAXAM PARTS,,
Ring .375/rotor clip (for nylon roller on deck stabilizer)  ,,2028114,$0.15,$0.10,$0.10,$0.10,,163 - Maxam,MISC. MAXAM PARTS,,
End cap|maxam26 & maxam33|nose|983 black,Nose end caps,2012445,$1.00,$0.90,$0.90,$0.60,,163 - Maxam,MISC. MAXAM PARTS,,
Extension|maxam26 & maxam33|nose|galv,,2011142,$23.40,$16.80,$16.80,$16.80,,163 - Maxam,MISC. MAXAM PARTS,,
Extension|maxam26 & maxam33|r rsr|galv                                     ,,2011145,$29.15,$23.55,$23.55,$23.55,,163 - Maxam,MISC. MAXAM PARTS,,
Guide|maxam26 & maxam33|casterhorn,,2011006,$7.25,$4.60,$3.95,$3.95,,163 - Maxam,MISC. MAXAM PARTS,,
     Jnt con|sckt fl hd w/ shldr|1/4-20|1.772 l|bo|thd lk,Hardware,2011272,$0.40,$0.30,$0.30,$0.30,,163 - Maxam,MISC. MAXAM PARTS,Guide|maxam26 & maxam33|casterhorn,
     Nut|sckt fl hd|1/4-20|joint conn|.472 l|bo,Hardware,1015132,$0.25,$0.20,$0.20,$0.20,,163 - Maxam,MISC. MAXAM PARTS,Guide|maxam26 & maxam33|casterhorn,
Paint|983 black|indr|pen,,1030654,$15.00,$11.70,$11.70,$11.25,,163 - Maxam,MISC. MAXAM PARTS,,
Plate|maxam|warning|universal,,2032692,$1.55,$1.20,$1.20,$1.20,,163 - Maxam,MISC. MAXAM PARTS,,
Plate|name|corporate,,2032695,$3.65,$2.85,$2.85,$2.85,,163 - Maxam,MISC. MAXAM PARTS,,
Plug|end|plstc|sQ ribbed|1.500|10-14ga|black,deck stabilizer,1034985,$0.75,$0.55,$0.55,$0.55,,163 - Maxam,MISC. MAXAM PARTS,,
Protector|maxam26|full dk 24.25”,,2015721,$12.05,$8.45,$7.75,$6.85,,163 - Maxam,MISC. MAXAM PARTS,,
Protector|maxam26 & maxam33|top dk 9”,,2015724,$10.15,$7.10,$6.30,$5.40,,163 - Maxam,MISC. MAXAM PARTS,,
Protector|maxamplus|full dk 30.50”,,2082720,$15.00,$10.50,$9.65,$8.55,,163 - Maxam,MISC. MAXAM PARTS,,
Protector|maxamplus & maxam33|top dk 9”,,2082724,$13.25,$9.30,$8.20,$6.95,,163 - Maxam,MISC. MAXAM PARTS,,
Stop|maxam26 & maxam33|upr|26 row spcg & 33 row spcg,,2002756,$12.55,$8.80,$8.40,$8.40,,163 - Maxam,MISC. MAXAM PARTS,,
Sprt|mxm26 & mxm33|r rsr|sct cnn|rr fllr & xaisle|9.625r,,2026599,$21.60,$15.25,$13.20,$13.20,,163 - Maxam,MISC. MAXAM PARTS,,
Tier catch|maxam26 & maxam33|lh,,2011242,$17.55,$12.35,$10.90,$10.90,,163 - Maxam,MISC. MAXAM PARTS,,
Tier catch|maxam26 & maxam33|rh,,2011241,$17.55,$12.35,$10.90,$10.90,,163 - Maxam,MISC. MAXAM PARTS,,
Tier catch|maxam26 & maxam33|Revers Fold|lh,,2181681,$46.10,$32.55,$23.85,,,163 - Maxam,MISC. MAXAM PARTS,,
Tier catch|maxam26 & maxam33|Revers Fold|rh,,2181680,$46.10,$32.55,$23.85,,,163 - Maxam,MISC. MAXAM PARTS,,
    Jnt con|sckt fl hd w/ shldr|1/4-20|1.969 l|bo|thd lk ,Hardware (1 per posi lock),2024411,$0.55,$0.40,$0.40,$0.40,,163 - Maxam,MISC. MAXAM PARTS,,
    Washer|.390 id x .750 od|nyl|.062 thk ,Hardware (2 per posi lock),2021031,$0.15,$0.20,$0.20,$0.10,,163 - Maxam,MISC. MAXAM PARTS,,
Operating Handle,Maxam,2119990,$254.50,$175.75,$163.20,$154.80,,163 - Maxam,MISC. MAXAM PARTS,,
Handle|operating,use w/older bleachers,2074025,$252.35,$177.35,$165.85,$156.95,,163 - Maxam,MISC. MAXAM PARTS,,
Handle|operating w/ Integral Dollies,"looks like a ""T""",2019152,$418.75,$293.20,$264.55,$236.05,,163 - Maxam,MISC. MAXAM PARTS,,
Maxam scorer’s table – 6’- 0,,2102588,$224.75,$155.40,$155.40,$146.10,,163 - Maxam,MISC. MAXAM PARTS,,
Maxam scorer’s table – 8’ - 0,,2102589,$297.15,$231.15,$231.15,$219.60,,163 - Maxam,MISC. MAXAM PARTS,,
Torque tube wheel,,2017052,$7.00,$5.25,$4.80,$4.30,,163 - Maxam,MISC. MAXAM PARTS,,
Clamp,,2017054,$1.80,$1.40,$1.40,$0.90,,163 - Maxam,MISC. MAXAM PARTS,,
Maxam 5” wheel,,2011007,$7.45,$5.60,$5.45,$5.05,,163 - Maxam,MISC. MAXAM PARTS,,
Maxam 5” axles,,2011157,$1.05,$0.50,$0.50,$0.50,,163 - Maxam,MISC. MAXAM PARTS,,
Bracket|mxm26 & mxm33|binder attachment|portable,,2069903,$28.15,$13.20,$13.20,$13.20,,163 - Maxam,PORTABLE PARTS,,
                ms 3/8 x 1,Hardware,1000665,$0.15,$0.15,$0.15,$0.15,,163 - Maxam,PORTABLE PARTS,Hardware- Bracket|mxm26 & mxm33|binder attachment|portable,
                lk wshr,Hardware,1000781,$0.05,$0.05,$0.05,$0.05,,163 - Maxam,PORTABLE PARTS,Hardware- Bracket|mxm26 & mxm33|binder attachment|portable,
                nut,Hardware,1000746,$0.05,$0.05,$0.05,$0.05,,163 - Maxam,PORTABLE PARTS,Hardware- Bracket|mxm26 & mxm33|binder attachment|portable,
Strap|ratchet|retractable|boatbuckle 2’-6 long,,2103624,$147.35,$147.35,$142.80,$142.80,,163 - Maxam,PORTABLE PARTS,,
               eye nut,Hardware,2070110,$37.80,$28.00,$28.00,$18.30,,163 - Maxam,PORTABLE PARTS,Hardware- Strap|ratchet|retractable|boatbuckle 2’-6 long,
               ms 3/8 x ¾,Hardware,1000663,$0.35,$0.25,$0.25,$0.25,,163 - Maxam,PORTABLE PARTS,Hardware- Strap|ratchet|retractable|boatbuckle 2’-6 long,
               3/8 lk washer,Hardware,1000781,$0.05,$0.05,$0.05,$0.05,,163 - Maxam,PORTABLE PARTS,Hardware- Strap|ratchet|retractable|boatbuckle 2’-6 long,
Jack|screw|1ton|2.250 stroke,Integral Dolly,2042167,"$1,514.30","$1,169.25","$1,169.25",$964.80,,163 - Maxam,PORTABLE PARTS,,
Socket|5/8|6 PT|3/8 Drive|Deep,Integral Dolly,2045189,$15.10,$11.75,$10.60,$7.25,,163 - Maxam,PORTABLE PARTS,,
Plunger,Power Assist,2075173,$52.85,$41.10,$41.10,,,163 - Maxam,PORTABLE PARTS,,
        Front lifter 3T-4T LH ,"22"" row spacing",2151367,$44.85,$31.60,$21.95,$19.00,,163 - Maxam,PORTABLE PARTS,Maxam 26,
        Front lifter 3T-4T RH ,"22"" row spacing",2151368,$63.45,$44.90,$20.65,$21.90,,163 - Maxam,PORTABLE PARTS,Maxam 26,
        Front lifter 5T-UP LH,"22"" row spacing",2151600,$45.25,$31.90,$22.25,$21.90,,163 - Maxam,PORTABLE PARTS,Maxam 26,
        Front lifter 5T-UP RH,"22"" row spacing",2151601,$45.25,$31.90,$22.25,$21.90,,163 - Maxam,PORTABLE PARTS,Maxam 26,
        Front lifter 3T-4T LH ,"24"" row spacing",2151369,$58.45,$41.15,$36.25,$54.00,,163 - Maxam,PORTABLE PARTS,Maxam 26,
